tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2016-520,Roland Garros,Clay,128,G,20160523,116,104745,4,,Rafael Nadal,L,185,ESP,29.97125257,105032,,,Sam Groth,R,193,AUS,28.59411362,6-1 6-1 6-1,5,R128,80,1,0,45,38,34,6,11,0,0,10,9,80,46,26,7,10,6,14,5,5675,100,585
2016-520,Roland Garros,Clay,128,G,20160523,172,104745,4,,Rafael Nadal,L,185,ESP,29.97125257,105487,,,Facundo Bagnis,L,183,ARG,26.23408624,6-3 6-0 6-3,5,R64,104,0,2,72,56,39,9,12,7,9,2,3,77,50,23,12,12,2,10,5,5675,99,590
2016-0506,Buenos Aires,Clay,32,A,20160208,299,106233,5,,Dominic Thiem,R,185,AUT,22.4312115,104745,1,,Rafael Nadal,L,185,ESP,29.68377823,6-4 4-6 7-6(4),3,SF,170,9,1,112,74,50,23,16,4,7,2,3,107,75,53,15,16,5,8,19,1725,5,4880
2016-M021,Madrid Masters,Clay,64,M,20160502,298,104918,2,,Andy Murray,R,190,GBR,28.96646133,104745,5,,Rafael Nadal,L,185,ESP,29.9137577,7-5 6-4,3,SF,131,8,1,90,49,34,19,11,11,13,1,0,62,50,31,4,11,2,6,2,7925,5,5915
2016-M009,Rome Masters,Clay,64,M,20160509,297,104925,1,,Novak Djokovic,R,188,SRB,28.96646133,104745,5,,Rafael Nadal,L,185,ESP,29.93292266,7-5 7-6(4),3,QF,144,3,2,79,56,36,15,12,1,3,2,1,92,76,45,11,12,6,9,1,16550,5,5675
2016-520,Roland Garros,Clay,128,G,20160523,200,104719,,,Marcel Granollers,R,190,ESP,30.11362081,104745,4,,Rafael Nadal,L,185,ESP,29.97125257,W/O,5,R32,,,,,,,,,,,,,,,,,,,,56,844,5,5675
2017-0410,Monte Carlo Masters,Clay,64,M,20170417,274,104745,4,,Rafael Nadal,L,185,ESP,30.87200548,106378,,,Kyle Edmund,R,188,GBR,22.27241615,6-0 5-7 6-3,3,R32,138,1,3,73,48,32,11,13,3,7,0,4,98,66,33,15,14,3,11,7,3735,45,933
2017-0410,Monte Carlo Masters,Clay,64,M,20170417,288,104745,4,,Rafael Nadal,L,185,ESP,30.87200548,100644,14,,Alexander Zverev,R,198,GER,19.99178645,6-1 6-1,3,R16,68,1,2,35,20,16,12,7,0,0,2,1,57,38,18,8,7,7,12,7,3735,20,2005
2017-0410,Monte Carlo Masters,Clay,64,M,20170417,295,104745,4,,Rafael Nadal,L,185,ESP,30.87200548,106043,,,Diego Schwartzman,R,170,ARG,24.66803559,6-4 6-4,3,QF,99,2,1,58,39,22,9,10,2,6,1,0,58,30,15,12,10,2,8,7,3735,41,982
2017-0410,Monte Carlo Masters,Clay,64,M,20170417,298,104745,4,,Rafael Nadal,L,185,ESP,30.87200548,105676,10,,David Goffin,R,180,BEL,26.36002738,6-3 6-1,3,SF,89,4,0,42,28,19,12,8,3,4,4,0,66,36,20,12,8,6,11,7,3735,13,2705
2017-0410,Monte Carlo Masters,Clay,64,M,20170417,300,104745,4,,Rafael Nadal,L,185,ESP,30.87200548,105077,15,,Albert Ramos,L,188,ESP,29.24845996,6-1 6-3,3,F,76,5,1,41,31,25,7,8,0,0,0,2,52,29,16,10,8,7,11,7,3735,24,1625
2017-0425,Barcelona,Clay,64,A,20170424,274,104745,3,,Rafael Nadal,L,185,ESP,30.89117043,104297,,,Rogerio Dutra Silva,R,178,BRA,33.22108145,6-1 6-2,3,R32,74,2,1,44,25,17,13,8,1,2,0,3,45,27,12,6,7,2,7,5,4235,69,715
2017-0425,Barcelona,Clay,64,A,20170424,288,104745,3,,Rafael Nadal,L,185,ESP,30.89117043,104731,,,Kevin Anderson,R,203,RSA,30.93497604,6-3 6-4,3,R16,93,1,0,49,36,31,9,10,0,0,5,1,74,49,31,11,9,8,10,5,4235,66,730
2017-0425,Barcelona,Clay,64,A,20170424,295,104745,3,,Rafael Nadal,L,185,ESP,30.89117043,111202,,Q,Hyeon Chung,R,188,KOR,20.93086927,7-6(1) 6-2,3,QF,104,1,1,60,43,35,9,10,1,2,1,2,68,40,26,12,10,2,5,5,4235,94,579
2017-0425,Barcelona,Clay,64,A,20170424,298,104745,3,,Rafael Nadal,L,185,ESP,30.89117043,104547,,,Horacio Zeballos,L,188,ARG,31.99178645,6-3 6-4,3,SF,94,1,0,59,44,34,10,10,5,5,2,2,58,34,20,14,9,3,5,5,4235,84,634
2017-0425,Barcelona,Clay,64,A,20170424,300,104745,3,,Rafael Nadal,L,185,ESP,30.89117043,106233,4,,Dominic Thiem,R,185,AUT,23.6386037,6-4 6-1,3,F,90,1,0,53,35,25,13,9,1,1,4,0,61,37,22,10,8,5,8,5,4235,9,3385
2017-M021,Madrid Masters,Clay,64,M,20170508,274,104745,4,,Rafael Nadal,L,185,ESP,30.92950034,104926,,,Fabio Fognini,R,178,ITA,29.95756331,7-6(3) 3-6 6-4,3,R32,177,5,5,122,77,52,22,15,12,16,3,3,111,76,50,15,16,7,11,5,4375,29,1235
2017-M021,Madrid Masters,Clay,64,M,20170508,288,104745,4,,Rafael Nadal,L,185,ESP,30.92950034,106401,16,,Nick Kyrgios,R,193,AUS,22.03148528,6-3 6-1,3,R16,72,5,1,40,30,23,7,8,1,2,3,4,67,45,23,7,8,6,11,5,4375,20,2155
2017-M021,Madrid Masters,Clay,64,M,20170508,295,104745,4,,Rafael Nadal,L,185,ESP,30.92950034,105676,9,,David Goffin,R,180,BEL,26.41752225,7-6(3) 6-2,3,QF,119,0,0,66,46,35,13,10,5,5,2,3,82,50,32,14,10,12,14,5,4375,10,3055
2017-M021,Madrid Masters,Clay,64,M,20170508,298,104745,4,,Rafael Nadal,L,185,ESP,30.92950034,104925,2,,Novak Djokovic,R,188,SRB,29.96303901,6-2 6-4,3,SF,98,2,1,57,36,28,10,9,1,2,4,2,56,39,22,7,9,2,6,5,4375,2,7085
2017-M021,Madrid Masters,Clay,64,M,20170508,300,104745,4,,Rafael Nadal,L,185,ESP,30.92950034,106233,8,,Dominic Thiem,R,185,AUT,23.67693361,7-6(8) 6-4,3,F,137,4,4,87,60,43,16,11,5,6,4,1,80,59,40,11,11,6,8,5,4375,9,3615
2017-M009,Rome Masters,Clay,64,M,20170515,274,104745,4,,Rafael Nadal,L,185,ESP,30.9486653,104597,,Q,Nicolas Almagro,R,183,ESP,31.73169062,3-0 RET,3,R32,24,2,0,9,5,5,3,2,0,0,2,0,21,15,8,2,1,5,6,4,5195,73,703
2017-M009,Rome Masters,Clay,64,M,20170515,288,104745,4,,Rafael Nadal,L,185,ESP,30.9486653,106058,13,,Jack Sock,R,185,USA,24.63791923,6-3 6-4,3,R16,80,3,0,54,35,29,10,10,1,2,0,1,41,22,13,11,9,0,3,4,5195,14,2370
2017-520,Roland Garros,Clay,128,G,20170529,147,104745,4,,Rafael Nadal,L,185,ESP,30.98699521,105332,,,Benoit Paire,R,196,FRA,28.05749487,6-1 6-4 6-1,5,R128,112,1,2,66,42,28,17,12,2,4,0,2,82,40,20,16,12,10,18,4,5375,45,950
2017-520,Roland Garros,Clay,128,G,20170529,187,104745,4,,Rafael Nadal,L,185,ESP,30.98699521,104898,,,Robin Haase,R,190,NED,30.14647502,6-1 6-4 6-3,5,R64,109,4,1,66,46,35,17,13,0,0,6,4,80,51,32,14,13,5,10,4,5375,46,948
2017-520,Roland Garros,Clay,128,G,20170529,207,104745,4,,Rafael Nadal,L,185,ESP,30.98699521,105932,,,Nikoloz Basilashvili,R,185,GEO,25.26214921,6-0 6-1 6-0,5,R32,90,3,0,53,29,22,19,10,3,3,1,2,65,48,19,5,9,8,16,4,5375,63,811
2017-520,Roland Garros,Clay,128,G,20170529,217,104745,4,,Rafael Nadal,L,185,ESP,30.98699521,105138,17,,Roberto Bautista Agut,R,183,ESP,29.12251882,6-1 6-2 6-2,5,R16,110,4,2,68,42,29,19,12,3,4,0,1,76,58,30,6,11,11,18,4,5375,18,2155
2017-520,Roland Garros,Clay,128,G,20170529,222,104745,4,,Rafael Nadal,L,185,ESP,30.98699521,105807,20,,Pablo Carreno Busta,R,188,ESP,25.88090349,6-2 2-0 RET,5,QF,51,0,0,26,17,8,6,5,0,2,0,2,28,22,8,0,5,0,5,4,5375,21,2045
2017-520,Roland Garros,Clay,128,G,20170529,225,104745,4,,Rafael Nadal,L,185,ESP,30.98699521,106233,6,,Dominic Thiem,R,185,AUT,23.73442847,6-3 6-4 6-0,5,SF,127,2,2,74,49,35,19,13,7,8,3,3,81,43,27,14,12,4,10,4,5375,7,4145
2017-520,Roland Garros,Clay,128,G,20170529,226,104745,4,,Rafael Nadal,L,185,ESP,30.98699521,104527,3,,Stan Wawrinka,R,183,SUI,32.16974675,6-2 6-3 6-1,5,F,125,4,0,65,42,35,15,12,1,1,1,0,86,50,26,16,12,7,13,4,5375,3,5695
2017-M009,Rome Masters,Clay,64,M,20170515,295,106233,8,,Dominic Thiem,R,185,AUT,23.69609856,104745,4,,Rafael Nadal,L,185,ESP,30.9486653,6-4 6-3,3,QF,111,2,2,67,41,28,15,9,6,7,1,0,70,53,29,9,10,4,8,7,4035,4,5195
2018-0410,Monte Carlo Masters,Clay,64,M,20180416,285,104745,1,,Rafael Nadal,L,185,ESP,31.86858316,105379,,,Aljaz Bedene,R,181,SLO,28.74469541,6-1 6-3,3,R32,78,0,0,48,32,24,11,8,2,2,2,1,51,31,19,8,8,4,8,1,8770,58,877
2018-0410,Monte Carlo Masters,Clay,64,M,20180416,293,104745,1,,Rafael Nadal,L,185,ESP,31.86858316,111575,,,Karen Khachanov,R,198,RUS,21.9028063,6-3 6-2,3,R16,79,3,1,45,28,22,11,9,0,1,1,2,46,20,10,13,8,3,7,1,8770,38,1255
2018-0410,Monte Carlo Masters,Clay,64,M,20180416,297,104745,1,,Rafael Nadal,L,185,ESP,31.86858316,106233,5,,Dominic Thiem,R,185,AUT,24.61601643,6-0 6-2,3,QF,68,0,1,35,25,21,8,7,0,0,4,5,51,21,11,11,7,7,12,1,8770,7,3665
2018-0410,Monte Carlo Masters,Clay,64,M,20180416,299,104745,1,,Rafael Nadal,L,185,ESP,31.86858316,105777,4,,Grigor Dimitrov,R,188,BUL,26.91854894,6-4 6-1,3,SF,92,0,1,53,35,22,13,9,1,2,2,5,52,33,20,5,8,4,8,1,8770,5,4635
2018-0410,Monte Carlo Masters,Clay,64,M,20180416,300,104745,1,,Rafael Nadal,L,185,ESP,31.86858316,105453,,,Kei Nishikori,R,178,JPN,28.29568789,6-3 6-2,3,F,93,1,3,54,38,28,9,9,1,2,1,2,54,28,15,13,8,4,8,1,8770,36,1280
2018-0425,Barcelona,Clay,64,A,20180423,285,104745,1,,Rafael Nadal,L,185,ESP,31.88774812,106148,,,Roberto Carballes Baena,R,183,ESP,25.08418891,6-4 6-4,3,R32,111,1,0,62,39,26,14,10,3,5,2,6,65,38,29,8,10,3,7,1,8770,77,710
2018-0425,Barcelona,Clay,64,A,20180423,293,104745,1,,Rafael Nadal,L,185,ESP,31.88774812,104198,,,Guillermo Garcia Lopez,R,188,ESP,34.88569473,6-1 6-3,3,R16,79,0,0,46,25,15,14,8,0,1,1,4,50,22,12,11,8,2,7,1,8770,69,789
2018-0425,Barcelona,Clay,64,A,20180423,297,104745,1,,Rafael Nadal,L,185,ESP,31.88774812,105373,,Q,Martin Klizan,L,190,SVK,28.78302533,6-0 7-5,3,QF,105,2,3,51,28,19,17,9,1,2,2,1,72,46,26,10,9,6,11,1,8770,140,396
2018-0425,Barcelona,Clay,64,A,20180423,299,104745,1,,Rafael Nadal,L,185,ESP,31.88774812,105676,4,,David Goffin,R,180,BEL,27.37577002,6-4 6-0,3,SF,82,2,0,42,26,20,11,8,0,1,1,1,60,39,21,6,8,6,11,1,8770,10,2930
2018-0425,Barcelona,Clay,64,A,20180423,300,104745,1,,Rafael Nadal,L,185,ESP,31.88774812,126774,,,Stefanos Tsitsipas,R,193,GRE,19.69609856,6-2 6-1,3,F,78,0,3,49,35,27,6,7,3,3,3,1,41,25,15,3,8,5,10,1,8770,63,822
2018-M021,Madrid Masters,Clay,64,M,20180507,285,104745,1,,Rafael Nadal,L,185,ESP,31.92607803,104792,,,Gael Monfils,R,193,FRA,31.67967146,6-3 6-1,3,R32,73,1,0,45,30,26,9,8,3,3,3,2,49,32,20,7,8,6,10,1,8770,41,1175
2018-M021,Madrid Masters,Clay,64,M,20180507,293,104745,1,,Rafael Nadal,L,185,ESP,31.92607803,106043,13,,Diego Schwartzman,R,170,ARG,25.72210815,6-3 6-4,3,R16,104,1,1,63,44,29,14,10,3,4,1,3,62,34,20,16,9,4,7,1,8770,16,2085
2018-M009,Rome Masters,Clay,64,M,20180514,285,104745,1,,Rafael Nadal,L,185,ESP,31.94524298,106000,,,Damir Dzumhur,R,172,BIH,25.98220397,6-1 6-0,3,R32,60,0,1,37,25,19,9,7,0,0,2,1,46,31,17,1,6,3,8,2,7950,31,1415
2018-M009,Rome Masters,Clay,64,M,20180514,293,104745,1,,Rafael Nadal,L,185,ESP,31.94524298,133430,,,Denis Shapovalov,L,185,CAN,19.08008214,6-4 6-1,3,R16,82,2,1,37,31,28,4,8,0,0,5,6,72,46,26,11,9,9,13,2,7950,29,1488
2018-M009,Rome Masters,Clay,64,M,20180514,297,104745,1,,Rafael Nadal,L,185,ESP,31.94524298,104926,,,Fabio Fognini,R,178,ITA,30.97330595,4-6 6-1 6-2,3,QF,134,3,1,74,46,35,16,13,3,5,3,0,82,54,33,10,12,2,7,2,7950,21,1805
2018-M009,Rome Masters,Clay,64,M,20180514,299,104745,1,,Rafael Nadal,L,185,ESP,31.94524298,104925,11,,Novak Djokovic,R,188,SRB,30.97878166,7-6(4) 6-3,3,SF,116,1,2,65,39,25,18,10,2,3,4,0,63,45,27,11,11,2,5,2,7950,18,1905
2018-M009,Rome Masters,Clay,64,M,20180514,300,104745,1,,Rafael Nadal,L,185,ESP,31.94524298,100644,2,,Alexander Zverev,R,198,GER,21.06502396,6-1 1-6 6-3,3,F,129,0,1,72,47,27,17,12,7,11,2,1,65,41,23,11,11,1,6,2,7950,3,6015
2018-520,Roland Garros,Clay,128,G,20180528,100,104745,1,,Rafael Nadal,L,185,ESP,31.9835729,104620,,LL,Simone Bolelli,R,183,ITA,32.63518138,6-4 6-3 7-6(9),5,R128,177,2,3,109,63,47,27,16,5,7,2,1,107,82,46,16,15,6,10,1,8770,129,430
2018-520,Roland Garros,Clay,128,G,20180528,164,104745,1,,Rafael Nadal,L,185,ESP,31.9835729,105550,,,Guido Pella,L,185,ARG,28.03011636,6-2 6-1 6-1,5,R64,123,4,3,60,34,29,17,11,4,4,8,4,92,50,33,11,11,13,20,1,8770,78,728
2018-520,Roland Garros,Clay,128,G,20180528,196,104745,1,,Rafael Nadal,L,185,ESP,31.9835729,104755,27,,Richard Gasquet,R,185,FRA,31.94250513,6-3 6-2 6-2,5,R32,118,3,2,63,39,33,17,13,1,2,8,1,87,48,28,16,12,3,9,1,8770,32,1395
2018-520,Roland Garros,Clay,128,G,20180528,212,104745,1,,Rafael Nadal,L,185,ESP,31.9835729,109739,,,Maximilian Marterer,L,,GER,22.95140315,6-3 6-2 7-6(4),5,R16,150,4,3,91,60,42,19,15,3,5,2,3,93,63,33,17,14,5,10,1,8770,70,831
2018-520,Roland Garros,Clay,128,G,20180528,220,104745,1,,Rafael Nadal,L,185,ESP,31.9835729,106043,11,,Diego Schwartzman,R,170,ARG,25.77960301,4-6 6-3 6-2 6-2,5,QF,222,1,3,129,74,45,30,18,15,20,1,3,118,69,38,18,17,9,18,1,8770,12,2165
2018-520,Roland Garros,Clay,128,G,20180528,224,104745,1,,Rafael Nadal,L,185,ESP,31.9835729,105223,5,,Juan Martin del Potro,R,198,ARG,29.67556468,6-4 6-1 6-2,5,SF,134,0,3,83,51,37,21,13,7,7,2,1,65,49,28,8,12,4,9,1,8770,6,4450
2018-520,Roland Garros,Clay,128,G,20180528,226,104745,1,,Rafael Nadal,L,185,ESP,31.9835729,106233,7,,Dominic Thiem,R,185,AUT,24.73100616,6-4 6-3 6-2,5,F,162,0,3,82,56,46,12,14,2,3,7,5,102,59,40,15,13,12,17,1,8770,8,3355
2018-M021,Madrid Masters,Clay,64,M,20180507,297,106233,5,,Dominic Thiem,R,185,AUT,24.67351129,104745,1,,Rafael Nadal,L,185,ESP,31.92607803,7-5 6-3,3,QF,116,2,5,60,39,29,9,10,3,5,3,2,77,45,29,11,11,7,12,7,3545,1,8770
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,294,104745,2,,Rafael Nadal,L,185,ESP,32.86516085,105550,,,Guido Pella,L,185,ARG,28.91170431,7-6(1) 6-3,3,QF,140,4,3,73,48,28,11,10,8,13,1,4,89,58,27,13,11,6,13,2,8725,35,1205
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,286,104745,2,,Rafael Nadal,L,185,ESP,32.86516085,105777,,,Grigor Dimitrov,R,188,BUL,27.91512663,6-4 6-1,3,R16,94,1,3,58,32,26,12,9,1,2,3,4,52,25,17,10,8,4,8,2,8725,28,1300
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,270,104745,2,,Rafael Nadal,L,185,ESP,32.86516085,105138,,,Roberto Bautista Agut,R,183,ESP,31.00068446,6-1 6-1,3,R32,76,0,3,47,28,18,14,7,5,5,0,0,40,23,9,8,7,3,8,2,8725,22,1680
2019-0425,Barcelona,Clay,64,A,20190422,297,104745,1,,Rafael Nadal,L,185,ESP,32.8843258,105526,,,Jan Lennard Struff,R,193,GER,28.99110198,7-5 7-5,3,QF,103,3,0,59,44,32,13,12,1,2,9,5,70,31,26,19,12,4,7,2,8085,51,945
2019-0425,Barcelona,Clay,64,A,20190422,293,104745,1,,Rafael Nadal,L,185,ESP,32.8843258,103970,,WC,David Ferrer,R,175,ESP,37.05407255,6-3 6-3,3,R16,116,0,1,61,43,28,10,9,4,5,2,5,67,42,24,13,9,8,12,2,8085,155,355
2019-0425,Barcelona,Clay,64,A,20190422,285,104745,1,,Rafael Nadal,L,185,ESP,32.8843258,104919,,,Leonardo Mayer,R,188,ARG,31.93702943,6-7(7) 6-4 6-2,3,R32,169,1,2,91,59,41,22,15,2,3,4,4,104,62,36,27,15,3,7,2,8085,63,850
2019-M021,Madrid Masters,Clay,64,M,20190506,294,104745,2,,Rafael Nadal,L,185,ESP,32.92265572,104527,,,Stan Wawrinka,R,183,SUI,34.10540726,6-1 6-2,3,QF,68,0,0,39,28,22,10,8,0,0,3,2,45,26,14,6,7,6,10,2,7765,34,1230
2019-M021,Madrid Masters,Clay,64,M,20190506,286,104745,2,,Rafael Nadal,L,185,ESP,32.92265572,126207,,,Frances Tiafoe,R,188,USA,21.28952772,6-3 6-4,3,R16,92,6,0,51,33,29,12,10,1,1,1,1,58,45,29,6,9,2,4,2,7765,37,1185
2019-M021,Madrid Masters,Clay,64,M,20190506,270,104745,2,,Rafael Nadal,L,185,ESP,32.92265572,200000,,WC,Felix Auger Aliassime,R,193,CAN,18.74058864,6-3 6-3,3,R32,97,2,3,45,32,27,7,9,0,1,3,3,62,37,24,9,9,6,10,2,7765,30,1319
2019-M009,Rome Masters,Clay,64,M,20190513,300,104745,2,,Rafael Nadal,L,185,ESP,32.94182067,104925,1,,Novak Djokovic,R,188,SRB,31.97535934,6-0 4-6 6-1,3,F,145,0,0,66,48,35,11,11,1,2,7,1,96,72,43,7,12,11,17,2,7945,1,12115
2019-M009,Rome Masters,Clay,64,M,20190513,298,104745,2,,Rafael Nadal,L,185,ESP,32.94182067,126774,8,,Stefanos Tsitsipas,R,193,GRE,20.75017112,6-3 6-4,3,SF,102,1,1,59,35,25,19,10,2,2,7,1,53,34,26,8,9,2,4,2,7945,7,3790
2019-M009,Rome Masters,Clay,64,M,20190513,294,104745,2,,Rafael Nadal,L,185,ESP,32.94182067,104269,,,Fernando Verdasco,L,188,ESP,35.49075975,6-4 6-0,3,QF,98,2,1,59,41,31,7,8,8,9,0,5,52,34,18,4,8,3,8,2,7945,38,1200
2019-M009,Rome Masters,Clay,64,M,20190513,286,104745,2,,Rafael Nadal,L,185,ESP,32.94182067,105932,14,,Nikoloz Basilashvili,R,185,GEO,27.21697467,6-1 6-0,3,R16,62,1,1,37,25,20,9,7,1,1,1,3,44,32,12,5,6,6,11,2,7945,18,1905
2019-M009,Rome Masters,Clay,64,M,20190513,270,104745,2,,Rafael Nadal,L,185,ESP,32.94182067,104871,,,Jeremy Chardy,R,188,FRA,32.24640657,6-0 6-1,3,R32,67,1,1,39,25,17,12,7,1,1,0,4,46,25,11,8,6,2,7,2,7945,42,1040
2019-520,Roland Garros,Clay,128,G,20190527,1164,104745,2,,Rafael Nadal,L,185,ESP,32.98015058,105870,,Q,Yannick Hanfmann,R,193,GER,27.53456537,6-2 6-1 6-3,5,R128,117,5,2,68,47,39,13,12,4,4,2,2,84,48,27,15,12,4,10,2,7945,180,284
2019-520,Roland Garros,Clay,128,G,20190527,1232,104745,2,,Rafael Nadal,L,185,ESP,32.98015058,120424,,Q,Yannick Maden,R,185,GER,29.57700205,6-1 6-2 6-4,5,R64,129,3,3,72,46,34,16,13,0,2,1,1,74,47,27,7,12,4,11,2,7945,114,504
2019-520,Roland Garros,Clay,128,G,20190527,1316,104745,2,,Rafael Nadal,L,185,ESP,32.98015058,105676,27,,David Goffin,R,180,BEL,28.46817248,6-1 6-3 4-6 6-3,5,R32,169,5,5,96,56,44,28,18,1,2,3,1,105,63,40,22,17,5,10,2,7945,29,1325
2019-520,Roland Garros,Clay,128,G,20190527,1408,104745,2,,Rafael Nadal,L,185,ESP,32.98015058,106228,,,Juan Ignacio Londero,R,,ARG,25.77960301,6-2 6-3 6-3,5,R16,133,6,1,76,54,40,13,13,4,5,4,2,82,47,30,13,13,6,12,2,7945,78,695
2019-520,Roland Garros,Clay,128,G,20190527,1504,104745,2,,Rafael Nadal,L,185,ESP,32.98015058,105453,7,,Kei Nishikori,R,178,JPN,29.4072553,6-1 6-1 6-3,5,QF,111,3,3,69,50,38,10,12,4,5,2,1,74,54,24,10,11,4,11,2,7945,7,3860
2019-520,Roland Garros,Clay,128,G,20190527,1602,104745,2,,Rafael Nadal,L,185,ESP,32.98015058,103819,3,,Roger Federer,R,185,SUI,37.79876797,6-3 6-4 6-2,5,SF,145,3,1,88,72,49,9,14,2,4,3,1,93,55,34,15,13,10,16,2,7945,3,5950
2019-520,Roland Garros,Clay,128,G,20190527,1701,104745,2,,Rafael Nadal,L,185,ESP,32.98015058,106233,4,,Dominic Thiem,R,185,AUT,25.72758385,6-3 5-7 6-1 6-1,5,F,181,3,0,106,78,57,18,18,4,6,7,1,92,64,37,14,17,6,13,2,7945,4,4685
2019-0410,Monte Carlo Masters,Clay,64,M,20190415,298,104926,13,,Fabio Fognini,R,178,ITA,31.89322382,104745,2,,Rafael Nadal,L,185,ESP,32.86516085,6-4 6-2,3,SF,96,1,1,50,24,15,14,9,1,4,0,2,59,41,18,7,9,4,10,18,1885,2,8725
2019-0425,Barcelona,Clay,64,A,20190422,299,106233,3,,Dominic Thiem,R,185,AUT,25.63175907,104745,1,,Rafael Nadal,L,185,ESP,32.8843258,6-4 6-4,3,SF,124,5,0,57,41,31,11,10,3,3,1,5,80,59,38,9,10,10,12,5,4675,2,8085
2019-M021,Madrid Masters,Clay,64,M,20190506,298,126774,8,,Stefanos Tsitsipas,R,193,GRE,20.73100616,104745,2,,Rafael Nadal,L,185,ESP,32.92265572,6-4 2-6 6-3,3,SF,154,5,1,86,60,34,11,13,11,16,1,1,94,69,41,11,14,8,14,9,3190,2,7765
2020-M009,Rome Masters,Clay,64,M,20200914,286,104745,2,,Rafael Nadal,L,185,ESP,34.28336756,105583,,,Dusan Lajovic,R,180,SRB,30.20944559,6-1 6-3,3,R16,90,2,1,41,27,17,9,8,2,4,1,4,62,42,17,9,8,8,14,2,9850,25,1695
2020-M009,Rome Masters,Clay,64,M,20200914,270,104745,2,,Rafael Nadal,L,185,ESP,34.28336756,105807,,,Pablo Carreno Busta,R,188,ESP,29.17727584,6-1 6-1,3,R32,73,2,2,39,19,15,16,7,1,1,0,1,56,41,19,5,7,4,9,2,9850,18,2130
2020-520,Roland Garros,Clay,128,G,20200928,1164,104745,2,,Rafael Nadal,L,185,ESP,34.32169747,106078,,,Egor Gerasimov,R,196,BLR,27.87953457,6-4 6-4 6-2,5,R128,125,3,2,71,45,37,17,14,1,2,8,1,77,49,34,9,14,0,5,2,9850,83,750
2020-520,Roland Garros,Clay,128,G,20200928,1232,104745,2,,Rafael Nadal,L,185,ESP,34.32169747,111456,,,Mackenzie Mcdonald,R,,USA,25.45379877,6-1 6-0 6-3,5,R64,100,1,4,72,49,37,14,11,0,0,1,2,60,40,18,8,11,1,8,2,9850,236,217
2020-520,Roland Garros,Clay,128,G,20200928,1316,104745,2,,Rafael Nadal,L,185,ESP,34.32169747,105882,,,Stefano Travaglia,R,185,ITA,28.75290897,6-1 6-4 6-0,5,R32,95,2,0,62,45,35,14,12,0,0,1,1,59,42,23,5,11,1,7,2,9850,74,794
2020-520,Roland Garros,Clay,128,G,20200928,1408,104745,2,,Rafael Nadal,L,185,ESP,34.32169747,200624,,Q,Sebastian Korda,R,196,USA,20.23271732,6-1 6-1 6-2,5,R16,115,1,1,78,53,33,18,11,5,6,0,2,68,46,18,10,11,3,11,2,9850,213,252
2020-520,Roland Garros,Clay,128,G,20200928,1504,104745,2,,Rafael Nadal,L,185,ESP,34.32169747,206173,,,Jannik Sinner,R,188,ITA,19.11841205,7-6(4) 6-4 6-1,5,QF,169,0,1,97,63,42,20,15,5,7,2,3,93,63,36,13,14,2,8,2,9850,75,788
2020-520,Roland Garros,Clay,128,G,20200928,1602,104745,2,,Rafael Nadal,L,185,ESP,34.32169747,106043,12,,Diego Schwartzman,R,170,ARG,28.11772758,6-3 6-3 7-6(0),5,SF,189,3,0,117,81,55,19,15,9,12,2,3,84,50,31,13,15,3,9,2,9850,14,2505
2020-520,Roland Garros,Clay,128,G,20200928,1701,104745,1,,Rafael Nadal,L,185,ESP,34.32169747,104925,2,,Novak Djokovic,R,188,SRB,33.35523614,6-0 6-2 7-5,5,F,161,4,1,84,55,37,19,13,4,5,1,4,99,66,33,16,13,11,18,2,9850,1,11260
2020-M009,Rome Masters,Clay,64,M,20200914,294,106043,8,,Diego Schwartzman,R,170,ARG,28.07939767,104745,2,,Rafael Nadal,L,185,ESP,34.28336756,6-2 7-5,3,QF,123,0,0,60,36,23,14,10,3,5,2,0,63,27,13,16,10,4,9,15,2265,2,9850
2021-0410,Monte Carlo Masters,Clay,64,M,20210412,274,104745,3,,Rafael Nadal,L,185,ESP,34.85831622,105643,,Q,Federico Delbonis,L,190,ARG,30.51882272,6-1 6-2,3,R32,80,2,2,52,33,24,11,8,4,5,0,4,49,31,17,4,7,6,11,3,9670,87,884
2021-0410,Monte Carlo Masters,Clay,64,M,20210412,288,104745,3,,Rafael Nadal,L,185,ESP,34.85831622,105777,14,,Grigor Dimitrov,R,188,BUL,29.908282,6-1 6-1,3,R16,55,3,1,37,24,19,10,7,0,0,3,5,44,25,12,6,7,4,9,3,9670,17,2598
